Address,Price,Bedrooms,Bathrooms,Date Listed,link,Suburb
"1A Kowhatu Road, One Tree Hill",780.0,3,1,Listed: 26 Sep 2023,/address/auckland/one-tree-hill/1a-kowhatu-road/oBy9B,One Tree Hill
"27 Pyatt Crescent, Saint Johns Park",1150.0,4,2,Listed: 26 Sep 2023,/address/auckland/saint-johns/27-pyatt-crescent/VlJWPy,Saint Johns Park
"103/428 Dominion Road, Mount Eden",600.0,1,1,Listed: 26 Sep 2023,/address/auckland/mount-eden/103-428-dominion-road/JbJWRL,Mount Eden
"2/10 Shelly Beach Road, Saint Marys Bay",1250.0,3,2,Listed: 26 Sep 2023,/address/auckland/saint-marys-bay/2-10-shelly-beach-road/2Z777,Saint Marys Bay
"47 Beach Road, City Centre",895.0,2,2,Listed: 26 Sep 2023,/address/auckland/auckland-central/47-beach-road/zDYAGB,City Centre
"503/135 Vincent Street, City Centre",550.0,2,1,Listed: 26 Sep 2023,/address/auckland/auckland-central/503-135-vincent-street/2NDPZ,City Centre
"252 Mount Albert Road, Sandringham",875.0,3,2,Listed: 26 Sep 2023,/address/auckland/wesley/252-mount-albert-road/7NYeE,Sandringham
"65A Shackleton Road, Mount Eden",800.0,3,1,Listed: 26 Sep 2023,/address/auckland/mount-eden/65a-shackleton-road/loZXO,Mount Eden
"23 Paget Street, Freemans Bay",2450.0,3,3,Listed: 25 Sep 2023,/address/auckland/freemans-bay/23-paget-street/Qjkkz,Freemans Bay
"306/157 Hobson Street, City Centre",420.0,1,1,Listed: 25 Sep 2023,/address/auckland/auckland-central/607-57-wakefield-street/elpq7,City Centre
"Parnell, Auckland City",525.0,1,1,Listed: 25 Sep 2023,/address/auckland-city/parnell/0/wV9pv2,Auckland City
"6/253 Balmoral Road, Sandringham",530.0,2,1,Listed: 25 Sep 2023,/address/auckland/sandringham/6-253-balmoral-road/4z24Q,Sandringham
"6K/11 Durham Lane East, City Centre",410.0,1,1,Listed: 25 Sep 2023,/address/auckland-city/city-centre/6k-11-durham-lane-east/VlVDYl,City Centre
"46 Bella Vista Rd, Herne Bay",1850.0,4,2,Listed: 25 Sep 2023,/address/auckland/herne-bay/46-bella-vista-road/zDNEB,Herne Bay
"30D Armadale Road, Remuera",1350.0,4,3,Listed: 25 Sep 2023,/address/auckland/remuera/30d-armadale-road/jJox,Remuera
"7/170 Gillies Avenue, Epsom",720.0,3,2,Listed: 25 Sep 2023,/address/auckland/epsom/7-170-gillies-avenue/8EYNM,Epsom
"82 St Marys Road, Saint Marys Bay",2300.0,2,3,Listed: 25 Sep 2023,/address/auckland/saint-marys-bay/82-saint-marys-road/rDZywg,Saint Marys Bay
"20 Balmoral Road, Epsom",1100.0,4,2,Listed: 25 Sep 2023,/address/auckland/epsom/20-balmoral-road/Qk22x,Epsom
"12L/156 Vincent Street, City Centre",575.0,2,1,Listed: 25 Sep 2023,/address/auckland/auckland-central/12l-156-vincent-street/YYkQP,City Centre
"7D/8 Howe Street, Freemans Bay",900.0,2,2,Listed: 25 Sep 2023,/address/auckland/freemans-bay/7d-8-howe-street/R5KyE,Freemans Bay
"1/39 Margate Road, Blockhouse Bay",680.0,3,1,Listed: 25 Sep 2023,/address/auckland/blockhouse-bay/1-39-margate-road/jwaO5,Blockhouse Bay
"406C/176 Broadway, Newmarket",650.0,2,2,Listed: 25 Sep 2023,/address/auckland/newmarket/406c-176-broadway/zDjMZp,Newmarket
"4/39A Fourth Ave , Kingsland",870.0,3,1,Listed: 25 Sep 2023,/address/auckland/kingsland/4-39a-fourth-avenue/grYoBN,Kingsland
"755 Remuera Road, Remuera",850.0,3,1,Listed: 25 Sep 2023,/address/auckland/remuera/755-remuera-road/leQb,Remuera
"43 Temple Street, Meadowbank",1100.0,4,2,Listed: 25 Sep 2023,/address/auckland/meadowbank/43-temple-street/jajeo,Meadowbank
"126C New Windsor Road, New Windsor",975.0,4,3,Listed: 24 Sep 2023,/address/auckland/new-windsor/c-126-new-windsor-road/aapzWV,New Windsor
"12 Paritai Drive, Orakei",2500.0,5,3,Listed: 24 Sep 2023,/address/auckland/orakei/12-paritai-drive/JM7pe,Orakei
"L18/171 Queen Street, City Centre",380.0,1,1,Listed: 24 Sep 2023,/address/auckland/auckland-central/18-171-queen-street/Y1Q5na,City Centre
"L8/171 Queen Street, City Centre",550.0,1,1,Listed: 24 Sep 2023,/address/auckland/auckland-central/8-171-queen-street/5jMaG4,City Centre
"32 Platina Street, Remuera",1450.0,5,3,Listed: 24 Sep 2023,/address/auckland/remuera/32-platina-street/8EPox,Remuera
"4D/31 Scanlan Street, Grey Lynn",895.0,2,2,Listed: 24 Sep 2023,/address/auckland/grey-lynn/4d-31-scanlan-street/kOOeo,Grey Lynn
"2/185 Mt Eden Road, Mount Eden",750.0,3,1,Listed: 23 Sep 2023,/address/auckland/mount-eden/2-185-mount-eden-road/KEranW,Mount Eden
"3/676 Mount Albert Road, Royal Oak",900.0,3,2,Listed: 23 Sep 2023,/address/auckland/royal-oak/3-676-mount-albert-road/DgVNGN,Royal Oak
"16 Hira Way, Hillsborough",995.0,5,3,Listed: 23 Sep 2023,/address/auckland/hillsborough/16-hira-way/Oqwe,Hillsborough
"1416 Dominion Road, Mount Roskill",750.0,3,1,Listed: 22 Sep 2023,/address/auckland/mount-roskill/1416-dominion-road/rxxl1,Mount Roskill
"18A Vause Street, Ellerslie",850.0,3,1,Listed: 22 Sep 2023,/address/auckland/ellerslie/18a-vause-street/Rg9vx,Ellerslie
"2 Burwood Crescent, Remuera",1450.0,5,2,Listed: 22 Sep 2023,/address/auckland/remuera/2-burwood-cr/LOBBW,Remuera
"3 Russell Street, Freemans Bay",1650.0,4,2,Listed: 22 Sep 2023,/address/auckland/freemans-bay/3-russell-street/pPQjY,Freemans Bay
"3/131 Penrose Road, Mount Wellington",585.0,2,1,Listed: 22 Sep 2023,/address/auckland/mount-wellington/131c-penrose-road/p4oDQ,Mount Wellington
"10/78 Orakei Road, Remuera",995.0,3,2,Listed: 22 Sep 2023,/address/auckland/remuera/10-78-orakei-road/1G4a70,Remuera
"2/1 Parliament Street, City Centre",400.0,1,1,Listed: 22 Sep 2023,/address/auckland/auckland-central/2-1-parliament-street/VxzJ,City Centre
"430 Queen Street, City Centre",495.0,1,1,Listed: 22 Sep 2023,/address/auckland/auckland-central/430-queen-street/QjXvP,City Centre
"L5/133 Beach Road, City Centre",350.0,1,1,Listed: 22 Sep 2023,/address/auckland/auckland-central/5-133-beach-road/0w8lkO,City Centre
"66B Huia Road, Point Chevalier",1175.0,3,2,Listed: 22 Sep 2023,/address/auckland/point-chevalier/66-huia-road/1G4jxw,Point Chevalier
"66C Huia Road, Point Chevalier",1200.0,3,2,Listed: 22 Sep 2023,/address/auckland/point-chevalier/66-huia-road/OYeErX,Point Chevalier
"813B/106 Vincent Street, City Centre",480.0,1,1,Listed: 22 Sep 2023,/address/auckland/auckland-central/813b-106-vincent-street/Lo908X,City Centre
"3/147 Quay Street, City Centre",775.0,1,1,Listed: 22 Sep 2023,/address/auckland/auckland-central/3-147-quay-street/Zjkqlw,City Centre
"L1/223 Greenlane West, Epsom",950.0,2,2,Listed: 22 Sep 2023,/address/auckland-city/epsom/0-greenlane-west/grLXON,Epsom
"37 Rocklands Avenue, Mount Eden",870.0,3,1,Listed: 22 Sep 2023,/address/auckland/mount-eden/37-rocklands-avenue/EYBoM,Mount Eden
"32/218 Green Lane West, Epsom",910.0,3,2,Listed: 22 Sep 2023,/address/auckland/epsom/32-218-green-lane-west/oogwB,Epsom
"65 Selwyn Avenue, Mission Bay",795.0,3,2,Listed: 22 Sep 2023,/address/auckland/mission-bay/65-selwyn-avenue/Jpya2,Mission Bay
"25a Ngake  Street, Orakei",895.0,3,2,Listed: 21 Sep 2023,/address/auckland/orakei/25a-ngake-street/MeBgv,Orakei
"D5XX/176 Broadway, Newmarket",650.0,2,2,Listed: 21 Sep 2023,/address/auckland/newmarket/d5xx-176-broadway/oGpvjg,Newmarket
"35A Ronaki Road, Mission Bay",1050.0,3,2,Listed: 21 Sep 2023,/address/auckland/mission-bay/35a-ronaki-road/La21V,Mission Bay
"711/22 Nelson Street, City Centre",500.0,1,1,Listed: 21 Sep 2023,/address/auckland/auckland-central/711-22-nelson-street/K7k0B,City Centre
"19A Aldersgate Road, Hillsborough",700.0,2,3,Listed: 21 Sep 2023,/address/auckland/hillsborough/19a-aldersgate-road/b11rY,Hillsborough
"607/53 Cook Street, City Centre",550.0,2,1,Listed: 21 Sep 2023,/address/auckland/auckland-central/607-53-cook-street/k9V8p,City Centre
"15 Nelson Street, City Centre",500.0,1,1,Listed: 21 Sep 2023,/address/auckland/auckland-central/15-nelson-street/Rz7N2p,City Centre
"35 Hobson Street, City Centre",465.0,1,1,Listed: 21 Sep 2023,/address/auckland/auckland-central/35-hobson-street/l0Dle,City Centre
"123 Aotea St, Orakei",685.0,3,1,Listed: 21 Sep 2023,/address/auckland/orakei/123-aotea-street/DrKL1,Orakei
"301/26 Poynton Terrace, City Centre",795.0,2,2,Listed: 21 Sep 2023,/address/auckland/auckland-central/301-26-poynton-terrace/qLNVa,City Centre
"401/6-8 Heather St, Parnell",600.0,1,1,Listed: 21 Sep 2023,/address/auckland/parnell/401-6-heather-street/grzXK,Parnell
"89 Celtic Crescent, Ellerslie",750.0,3,1,Listed: 20 Sep 2023,/address/auckland/ellerslie/89-celtic-crescent/9YnqJ,Ellerslie
"7 Elam Street, Parnell",1895.0,3,3,Listed: 20 Sep 2023,/address/auckland/parnell/7-elam-street/YvG7,Parnell
"1B Halesowen Avenue, Sandringham",1850.0,5,3,Listed: 20 Sep 2023,/address/auckland/sandringham/2-1-halesowen-avenue/g7a0,Sandringham
"35Q Garnet Road, Westmere",860.0,3,2,Listed: 20 Sep 2023,/address/auckland/westmere/35q-garnet-road/Gnjg,Westmere
"G11/1B Soljak Place, Mount Albert",700.0,2,1,Listed: 20 Sep 2023,/address/auckland/mount-albert/g11-1b-soljak-place/pLKpvY,Mount Albert
"1110/147 Nelson St, City Centre",550.0,2,1,Listed: 20 Sep 2023,/address/auckland/auckland-central/1110-147-nelson-street/Z0O0w,City Centre
"1/78 Paihia Road, One Tree Hill",795.0,3,1,Listed: 20 Sep 2023,/address/auckland/one-tree-hill/1-78-paihia-road/XxEW,One Tree Hill
"17A/30 30 Symonds Street, City Centre",490.0,2,1,Listed: 20 Sep 2023,/address/auckland-city/city-centre/17a-30-30-symonds-street/XYpWpW,City Centre
"1205/1 Hobson Street, City Centre",600.0,1,1,Listed: 20 Sep 2023,/address/auckland/auckland-central/1205-1-hobson-street/NL589,City Centre
"3C/16 Market Place, City Centre",875.0,2,2,Listed: 20 Sep 2023,/address/auckland/auckland-central/3c-16-market-place/q05AKa,City Centre
"83 Kurahaupo Street, Orakei",800.0,3,2,Listed: 20 Sep 2023,/address/auckland/orakei/83-kurahaupo-street/RzjLZ,Orakei
"6/397 Ellerslie Panmure Highway, Mount Wellington",550.0,2,1,Listed: 20 Sep 2023,/address/auckland/mount-wellington/6-397-ellerslie-panmure-highway/5oWqL,Mount Wellington
"44B Freeland Ave, Mount Roskill",750.0,3,2,Listed: 20 Sep 2023,/address/auckland/mount-roskill/44-freeland-avenue/RzGXAP,Mount Roskill
"44D Freeland Ave, Mount Roskill",900.0,4,2,Listed: 20 Sep 2023,/address/auckland/mount-roskill/44-freeland-avenue/vMvV4e,Mount Roskill
"5/96 Mount Smart Road, Onehunga",680.0,3,1,Listed: 20 Sep 2023,/address/auckland/onehunga/5-96-mount-smart-road/Mopre,Onehunga
"6/322 Ellerslie Panmure Highway, Mount Wellington",550.0,2,1,Listed: 19 Sep 2023,/address/auckland/mount-wellington/6-322-ellerslie-panmure-highway/YW4r7,Mount Wellington
"9 Worley Place, Saint Johns",1350.0,5,3,Listed: 19 Sep 2023,/address/auckland/saint-johns/9-worley-place/O8Ayj,Saint Johns
"3i/15 Nelson Street, City Centre",400.0,1,1,Listed: 19 Sep 2023,/address/auckland/auckland-central/3i-15-nelson-street/EKg9X,City Centre
"24a Patteson Ave, Mission Bay",1850.0,4,3,Listed: 19 Sep 2023,/address/auckland/mission-bay/24-patteson-avenue/BDyqn5,Mission Bay
"5/75 Parnell Road, Parnell",520.0,1,1,Listed: 19 Sep 2023,/address/auckland/parnell/5-75-parnell-road/LjEqk,Parnell
"13 Linden Street, Mount Roskill",650.0,2,1,Listed: 19 Sep 2023,/address/auckland/mount-roskill/13-linden-street/xoJ95,Mount Roskill
"Po box 106909/207 Gillies Ave, Epsom",1050.0,4,2,Listed: 19 Sep 2023,/address/auckland/epsom/po-box-106909-207-gillies-avenue/OYyvkM,Epsom
"919/430 Queen Street, City Centre",530.0,2,1,Listed: 19 Sep 2023,/address/auckland/auckland-central/919-430-queen-street/JYena,City Centre
"105/79 Halsey Street, City Centre",895.0,2,2,Listed: 19 Sep 2023,/address/auckland/auckland-central/105-79-halsey-street/KEQDL,City Centre
"3 Marshall Laing Avenue, Mount Roskill",970.0,4,3,Listed: 19 Sep 2023,/address/auckland/mount-roskill/3-marshall-laing-avenue/jx8KA,Mount Roskill
"72 Nelson Street, City Centre",480.0,2,1,Listed: 19 Sep 2023,/address/auckland/auckland-central/72-nelson-street/Mzj7R5,City Centre
"511/100 Greys Avenue, City Centre",500.0,1,1,Listed: 19 Sep 2023,/address/auckland/auckland-central/511-100-greys-avenue/oGVVw4,City Centre
"3b/44 Lorne Street, Hamilton City Central",265.0,1,1,Listed: 19 Sep 2023,/address/auckland/auckland-central/3b-44-lorne-street/XY88R0,Hamilton City Central
"4/58 Taylors Rd, Mount Albert",540.0,2,1,Listed: 19 Sep 2023,/address/auckland/mount-albert/4-58-taylors-road/rG17,Mount Albert
"17 Wimbledon Way, Remuera",900.0,3,1,Listed: 19 Sep 2023,/address/auckland/remuera/17-wimbledon-wy/R0DJP,Remuera
"3 Alberon Place, Parnell",1770.0,4,3,Listed: 19 Sep 2023,/address/auckland/parnell/3-alberon-place/2yKq,Parnell
"24/3 Ngahura St, Eden Terrace",590.0,2,2,Listed: 19 Sep 2023,/address/auckland/eden-terrace/24-3-ngahura-street/8NwYr,Eden Terrace
"Eden Terrace, Auckland City",595.0,2,1,Listed: 18 Sep 2023,/address/auckland-city/eden-terrace/0/7aWvMv,Auckland City
"4D/34 Kingston Street, City Centre",450.0,2,1,Listed: 18 Sep 2023,/address/auckland/auckland-central/4d-34-kingston-street/jaDl5,City Centre
"60 Batkin Road, New Windsor",950.0,4,2,Listed: 18 Sep 2023,/address/auckland/new-windsor/60-batkin-road/RjjPP,New Windsor
"60a Batkin Road, New Windsor",1400.0,5,4,Listed: 18 Sep 2023,/address/auckland/new-windsor/60-batkin-road/wVNy92,New Windsor
"20A Jamaica Place, Blockhouse Bay",820.0,4,2,Listed: 18 Sep 2023,/address/auckland/blockhouse-bay/20a-jamaica-place/gw7zM,Blockhouse Bay
"5/245 Gillies Avenue, Epsom",1300.0,4,3,Listed: 18 Sep 2023,/address/auckland/epsom/5-245-gillies-avenue/XY88e0,Epsom
"3a/34 Kingston Street, City Centre",500.0,2,1,Listed: 18 Sep 2023,/address/auckland/auckland-central/3a-34-kingston-street/yP01O,City Centre
"9 Harwood Street, Sandringham",630.0,3,1,Listed: 18 Sep 2023,/address/auckland/sandringham/9-harwood-street/KaAQ,Sandringham
"1A/1 Haverstock, Sandringham",670.0,3,1,Listed: 18 Sep 2023,/address/auckland/sandringham/1a-1-haverstock-road/XY7b8J,Sandringham
"22 Queen Street, City Centre",410.0,1,1,Listed: 18 Sep 2023,/address/auckland/auckland-central/22-queen-street/nokvZ7,City Centre
"668A Manukau Rd, Royal Oak",1100.0,4,3,Listed: 18 Sep 2023,/address/auckland/royal-oak/1-668-manukau-road/vR8ye,Royal Oak
"15A Hendon Avenue, Mount Albert",695.0,3,1,Listed: 18 Sep 2023,/address/auckland/mount-albert/15a-hendon-avenue/K0qwB,Mount Albert
"369 Queen street, City Centre",900.0,2,2,Listed: 18 Sep 2023,/address/auckland/auckland-central/369-queen-street/XkeBb,City Centre
"47 Beach Road, City Centre",950.0,2,2,Listed: 18 Sep 2023,/address/auckland/auckland-central/47-beach-road/Vl7MAb,City Centre
"9K/189 Hobson Street, City Centre",720.0,4,1,Listed: 18 Sep 2023,/address/auckland/auckland-central/9k-189-hobson-street/2Znw8,City Centre
"3/2 Tagalad Road, Mission Bay",1100.0,2,2,Listed: 18 Sep 2023,/address/auckland/mission-bay/3-2-tagalad-road/KEBjeq,Mission Bay
"109/10 Lion Place, Epsom",1030.0,3,2,Listed: 18 Sep 2023,/address/auckland/epsom/109-10-lion-place/1Akzy,Epsom
"701/8 Albert Street, City Centre",900.0,2,2,Listed: 18 Sep 2023,/address/auckland/auckland-central/701-8-albert-street/XK2oj,City Centre
"7B/28 Liverpool Street, City Centre",600.0,2,1,Listed: 18 Sep 2023,/address/auckland/auckland-central/7b-28-liverpool-street/1qe1,City Centre
"5/3 Pollen Street, Ponsonby",780.0,2,1,Listed: 18 Sep 2023,/address/auckland/grey-lynn/5-3-pollen-street/axDNQA,Ponsonby
"501/5 Dundonald Street, Eden Terrace",710.0,2,2,Listed: 18 Sep 2023,/address/auckland/eden-terrace/501-5-dundonald-street/1G9RRq,Eden Terrace
"L8/147 Victoria Street West, City Centre",580.0,1,1,Listed: 18 Sep 2023,/address/auckland/auckland-central/8-147-victoria-street-west/eVMxzW,City Centre
"301/47 Hobson Street, City Centre",565.0,1,1,Listed: 18 Sep 2023,/address/auckland/auckland-central/301-47-hobson-street/EyGK,City Centre
"9 Herbert Road, Mount Eden",875.0,4,1,Listed: 18 Sep 2023,/address/auckland/mount-eden/9-herbert-road/GRwnOX,Mount Eden
"2/35A Ripon Crescent, Meadowbank",680.0,2,1,Listed: 18 Sep 2023,/address/auckland/meadowbank/2-35a-ripon-crescent/LoKKWK,Meadowbank
"72 Second Avenue, Kingsland",825.0,3,1,Listed: 18 Sep 2023,/address/auckland/kingsland/72-second-av/KRl0n,Kingsland
"5/7 Crummer Road, Grey Lynn",790.0,2,1,Listed: 17 Sep 2023,/address/auckland/grey-lynn/5-7-crummer-road/5pwJ5,Grey Lynn
"18 Wakefield Street, City Centre",650.0,2,2,Listed: 17 Sep 2023,/address/auckland/auckland-central/5k-18-wakefield-street/WKa1b,City Centre
"2/39 Littlejohn Street, Hillsborough",685.0,2,1,Listed: 17 Sep 2023,/address/auckland/hillsborough/2-39-littlejohn-street/RzYaY,Hillsborough
"23 Emily Place, City Centre",425.0,1,1,Listed: 16 Sep 2023,/address/auckland/auckland-central/23-emily-place/WK0yv1,City Centre
"LWS/183 Karangahape Road, City Centre",1200.0,4,2,Listed: 15 Sep 2023,/address/auckland/auckland-central/ws-183-karangahape-road/XYLN5b,City Centre
"133 Beach Road, City Centre",350.0,1,1,Listed: 15 Sep 2023,/address/auckland/auckland-central/133-beach-road/ZjD7bV,City Centre
"221/15-39 Wellesley Street, City Centre",465.0,1,1,Listed: 15 Sep 2023,/address/auckland/auckland-central/1709-11-liverpool-street/O0NxM,City Centre
"12/10 Ngauruhoe Street, Mount Eden",470.0,1,1,Listed: 15 Sep 2023,/address/auckland/mount-eden/12-10-ngauruhoe-street/OYE59J,Mount Eden
"6/245 Gillies Avenue, Epsom",1350.0,4,3,Listed: 15 Sep 2023,/address/auckland/epsom/6-245-gillies-avenue/Ega5NK,Epsom
"4/183 Mt Albert Road, Sandringham",620.0,2,1,Listed: 15 Sep 2023,/address/auckland/mount-albert/4-183-mount-albert-road/PkRVX,Sandringham
"13E Hamlin Road, Mount Wellington",920.0,4,3,Listed: 15 Sep 2023,/address/auckland/mount-wellington/13e-hamlin-road/kxb1A,Mount Wellington
"72 Nelson Street, City Centre",375.0,2,1,Listed: 15 Sep 2023,/address/auckland/auckland-central/72-nelson-street/Lol4N0,City Centre
"72 Nelson Street, City Centre",375.0,2,1,Listed: 15 Sep 2023,/address/auckland/auckland-central/72-nelson-street/pL5YZO,City Centre
"4c Harbour Street, Saint Marys Bay",995.0,2,1,Listed: 15 Sep 2023,/address/auckland/saint-marys-bay/4c-harbour-street/0WVB,Saint Marys Bay
"406/138 Anzac Ave, City Centre",320.0,1,1,Listed: 15 Sep 2023,/address/auckland/auckland-central/406-138-anzac-avenue/nM0X7,City Centre
"4/53 Grange Road, Mount Eden",520.0,2,1,Listed: 14 Sep 2023,/address/auckland/mount-eden/4-53-grange-road/W8roK,Mount Eden
"805/18 Beach Road, City Centre",850.0,2,2,Listed: 14 Sep 2023,/address/auckland/auckland-central/805-18-beach-road/QkpPJ,City Centre
"37A Horotutu Road, Greenlane",1050.0,4,3,Listed: 14 Sep 2023,/address/auckland/greenlane/37a-horotutu-road/Qkj25,Greenlane
"203/43 Brown Street, Ponsonby",970.0,2,2,Listed: 14 Sep 2023,/address/auckland/ponsonby/203-43-brown-street/A52bK,Ponsonby
"121/72 Nelson St , City Centre",470.0,2,1,Listed: 14 Sep 2023,/address/auckland/auckland-central/121-72-nelson-street/aa8PQ,City Centre
"201/85 Nuffield Street, Newmarket",1100.0,2,2,Listed: 14 Sep 2023,/address/auckland/newmarket/201-85-nuffield-street/JvKJQ,Newmarket
"105/4-8 Rose Road, Ponsonby",845.0,2,2,Listed: 14 Sep 2023,/address/auckland/grey-lynn/105-4-rose-road/eVDO1w,Ponsonby
"108/4-8 Rose Road, Ponsonby",685.0,1,1,Listed: 14 Sep 2023,/address/auckland/grey-lynn/108-4-rose-road/Dgz0jn,Ponsonby
"103/4-8 Rose Road, Ponsonby",525.0,1,1,Listed: 14 Sep 2023,/address/auckland/grey-lynn/103-4-rose-road/KELO7W,Ponsonby
"Carpark/9 Commerce Street, City Centre",100.0,1,1,Listed: 14 Sep 2023,/address/auckland/auckland-central/carpark-9-commerce-street/krqMEP,City Centre
"11 Baden Powell Place, Remuera",930.0,3,2,Listed: 14 Sep 2023,/address/auckland/remuera/11-baden-powell-place/GKgDO,Remuera
"404/85 Customs street west, City Centre",500.0,1,1,Listed: 14 Sep 2023,/address/auckland/auckland-central/404-85-customs-street-west/1Jxpw,City Centre
"155C Great South Road, Greenlane",1195.0,5,3,Listed: 13 Sep 2023,/address/auckland/greenlane/155c-great-south-road/ZxJww,Greenlane
"1101/70 Daldy Street, City Centre",3500.0,3,2,Listed: 13 Sep 2023,/address/auckland/auckland-central/1101-70-daldy-street/MJ8qZ,City Centre
"4/32 Eden Crescent, City Centre",370.0,1,1,Listed: 13 Sep 2023,/address/auckland/auckland-central/4-32-eden-crescent/krWyzp,City Centre
"1906/10 Waterloo Quadrant, City Centre",450.0,1,1,Listed: 13 Sep 2023,/address/auckland/auckland-central/1906-10-waterloo-quadrant/DrvAN,City Centre
"803/76 Wakefield St, City Centre",450.0,1,1,Listed: 13 Sep 2023,/address/auckland/auckland-central/803-76-wakefield-street/1AXEp,City Centre
"19 Avon Street, Parnell",1800.0,4,2,Listed: 13 Sep 2023,/address/auckland/parnell/19-avon-street/ajQye,Parnell
"L3/127 Newton road, Eden Terrace",660.0,2,1,Listed: 13 Sep 2023,/address/auckland/eden-terrace/3-127-newton-road/y0Y9bM,Eden Terrace
"723/430 Queen Street, City Centre",510.0,2,1,Listed: 13 Sep 2023,/address/auckland/auckland-central/723-430-queen-street/QzYV,City Centre
"9 Princes Street, City Centre",2200.0,2,2,Listed: 13 Sep 2023,/address/auckland/auckland-central/9-princes-street/L12LV,City Centre
"27A  Commodore Drive, Lynfield",960.0,4,2,Listed: 13 Sep 2023,/address/auckland/lynfield/27a-commodore-drive/Y592P,Lynfield
"27B Lochiel Road, Remuera",1020.0,4,3,Listed: 13 Sep 2023,/address/auckland/remuera/27b-lochiel-road/5OLA0,Remuera
"Sudeley Street, Orakei",1700.0,4,3,Listed: 12 Sep 2023,/address/auckland-city/orakei/0-sudeley-street/9JYyq9,Orakei
"67A Patteson Avenue, Mission Bay",1650.0,5,4,Listed: 12 Sep 2023,/address/auckland/mission-bay/67-patteson-avenue/xL4W9b,Mission Bay
"1205/18 Beach Road, City Centre",1000.0,3,2,Listed: 12 Sep 2023,/address/auckland/auckland-central/1205-18-beach-road/pP88Q,City Centre
"1T/160 Symonds Street, Eden Terrace",795.0,3,2,Listed: 12 Sep 2023,/address/auckland/eden-terrace/1t-160-symonds-street/Z8VRv,Eden Terrace
"2/70 Haycock Avenue Mount Roskill, Auckland 1041",570.0,2,1,Listed: 12 Sep 2023,/address/auckland-city/mount-roskill/2-70-haycock-avenue-mount-roskill--auckland-1041/LoDX59,Auckland 1041
"1SB/160 Symonds Street, Eden Terrace",455.0,1,1,Listed: 12 Sep 2023,/address/auckland/eden-terrace/1sb-160-symonds-street/oG01P4,Eden Terrace
"229A Marua Road, Ellerslie",700.0,3,3,Listed: 12 Sep 2023,/address/auckland/mount-wellington/229a-marua-road/qk8Qa,Ellerslie
"1N/160 Symonds St, Eden Terrace",550.0,1,1,Listed: 12 Sep 2023,/address/auckland/eden-terrace/1n-160-symonds-street/yP95V,Eden Terrace
"16 Maungarei Road, Remuera",860.0,3,2,Listed: 12 Sep 2023,/address/auckland/remuera/16-maungarei-road/kBM7v,Remuera
"2/39 Peek Street, Ellerslie",540.0,2,1,Listed: 12 Sep 2023,/address/auckland/ellerslie/2-39-peek-street/nMLbv,Ellerslie
"427/15-31 Wellesley street, City Centre",539.0,1,1,Listed: 11 Sep 2023,/address/auckland/auckland-central/427-15-wellesley-street-west/l5jezb,City Centre
"14 brookland Place, Remuera",1250.0,4,3,Listed: 11 Sep 2023,/address/auckland/remuera/14-brookland-place/nYPen,Remuera
"1/65 Selwyn Avenue, Mission Bay",795.0,3,1,Listed: 11 Sep 2023,/address/auckland/mission-bay/65a-selwyn-avenue/ZpbVP,Mission Bay
"711/85 Wakefield Street, City Centre",520.0,2,2,Listed: 11 Sep 2023,/address/auckland/auckland-central/711-85-wakefield-street/2GXnZ,City Centre
"506/18 Chapman Street, Grey Lynn",715.0,2,1,Listed: 11 Sep 2023,/address/auckland/grey-lynn/506-18-chapman-street/0w5w1O,Grey Lynn
"5B/22 Liverpool Street, City Centre",560.0,2,1,Listed: 11 Sep 2023,/address/auckland/auckland-central/5b-22-liverpool-street/Bb04,City Centre
"32 Tawariki Street, Ponsonby",920.0,3,1,Listed: 11 Sep 2023,/address/auckland/ponsonby/32-tawariki-street/DEy12,Ponsonby
"507/77 Halsey Street, City Centre",1095.0,2,2,Listed: 11 Sep 2023,/address/auckland/auckland-central/507-77-halsey-street/jragzG,City Centre
"7/1 Ruskin Street, Parnell",1295.0,3,2,Listed: 11 Sep 2023,/address/auckland/parnell/7-1-ruskin-street/l5qkX,Parnell
"3/849 Manukau Road, Royal Oak",600.0,2,1,Listed: 11 Sep 2023,/address/auckland/royal-oak/3-849-manukau-road/5jnqa,Royal Oak
"13B/1 Emily Place, City Centre",650.0,2,1,Listed: 11 Sep 2023,/address/auckland/auckland-central/13b-1-emily-place/nonzv,City Centre
"87 St Vincent Avenue, Remuera",960.0,4,2,Listed: 10 Sep 2023,/address/auckland/remuera/87-st-vincent-avenue/lre5X,Remuera
"10 Commerce Street (Pacifica), City Centre",1360.0,2,2,Listed: 10 Sep 2023,/address/auckland-city/city-centre/10-commerce-street--pacifica-/LooNa9,City Centre
"10 Lion Place, Epsom",710.0,2,2,Listed: 10 Sep 2023,/address/auckland/epsom/10-lion-place/rDDZgG,Epsom
"4H/19 Fleet Street, Eden Terrace",695.0,2,1,Listed: 08 Sep 2023,/address/auckland/eden-terrace/4h-19-fleet-street/Rz0E2E,Eden Terrace
"430 Queen Street, City Centre",530.0,2,1,Listed: 08 Sep 2023,/address/auckland/auckland-central/430-queen-st/Dg2lw,City Centre
"31 Whitney street, Blockhouse Bay",600.0,3,1,Listed: 08 Sep 2023,/address/auckland/new-windsor/31-whitney-street/vXDPG,Blockhouse Bay
